path,has_target,pred_x,pred_y,target_x,target_y,err_px,err_km,tile_offset_x,tile_offset_y,pred_x_global,pred_y_global,pred_lat,pred_lon,target_x_global,target_y_global,target_lat,target_lon
28-10-2016_1800_639_196,1,78,59,77,54,4.723720316528217,20.91886665931711,639.0,196.0,717,255,35.64,16.71,716,250,35.83,16.69
29-10-2016_1000_639_196,1,62,65,59,64,3.384280727533059,9.91062915505475,639.0,196.0,701,261,35.41,16.13,698,260,35.44,16.03
30-10-2016_0200_639_196,1,77,57,80,59,3.335275244434184,11.94987164138646,639.0,196.0,716,253,35.72,16.68,719,255,35.64,16.78
30-10-2016_2000_639_196,1,154,53,155,52,1.3891467986748944,5.645652962111739,639.0,196.0,793,249,35.92,19.39,794,248,35.96,19.43
17-11-2017_0700_639_0,1,108,174,106,173,2.379108426725599,7.272414888635043,639.0,0.0,747,174,38.8,18.15,745,173,38.84,18.09
17-11-2017_2300_639_0,1,116,167,115,165,2.486810059523409,9.159593930124327,639.0,0.0,755,167,39.09,18.49,754,165,39.17,18.46
16-11-2017_1900_639_196,1,123,11,121,11,1.9293384659851742,6.341515677428824,639.0,196.0,762,207,37.51,18.52,760,207,37.51,18.45
11-11-2019_0400_213_0,1,202,154,202,154,0.4693823376430778,0.0,213.0,0.0,415,154,39.54,6.14,415,154,39.54,6.14
17-09-2020_0300_639_0,1,106,221,104,219,2.7421095960047555,10.053937001668034,639.0,0.0,745,221,36.95,17.84,743,219,37.03,17.78
17-09-2020_1900_639_0,1,168,206,158,206,9.545992085382865,31.951162823494688,639.0,0.0,807,206,37.58,20.15,797,206,37.57,19.79
18-09-2020_1100_639_0,1,189,190,183,190,5.50905850054078,19.298922280656477,639.0,0.0,828,190,38.23,21.03,822,190,38.23,20.8
15-09-2020_1100_639_196,1,44,134,42,134,1.6704337521744557,6.21480356580952,639.0,196.0,683,330,32.88,15.31,681,330,32.88,15.24
16-09-2020_2100_639_196,1,99,31,96,32,3.0545237644941823,10.830341797058383,639.0,196.0,738,227,36.72,17.56,735,228,36.68,17.45
17-09-2020_1300_639_196,1,131,11,132,13,2.474169597845441,8.870787219911826,639.0,196.0,770,207,37.51,18.81,771,209,37.44,18.83
13-12-2020_1700_852_196,1,17,55,14,49,6.590302259429992,25.721850639623117,852.0,196.0,869,251,35.91,22.08,866,245,36.13,22.01
14-12-2020_0900_852_196,1,107,49,115,51,8.356332706795456,25.900865692895216,852.0,196.0,959,245,36.23,25.39,967,247,36.17,25.67
15-12-2020_0000_1065_196,1,35,112,33,114,2.8597827425198954,12.30061923194525,1065.0,196.0,1100,308,34.06,29.99,1098,310,33.98,29.89
15-12-2020_1600_1065_196,1,131,106,129,105,2.672372771974115,7.047817096242702,1065.0,196.0,1196,302,34.44,33.73,1194,301,34.47,33.66
25-12-2020_1900_426_0,1,75,69,74,61,8.239652187893135,39.620811619936966,426.0,0.0,501,69,43.12,9.25,500,61,43.47,9.21
26-12-2020_1100_426_0,1,129,138,130,137,1.4127146705880431,5.620997743596296,426.0,0.0,555,138,40.18,11.25,556,137,40.22,11.29
28-10-2021_1900_639_196,1,62,69,59,70,3.11774856509309,10.606992809586318,639.0,196.0,701,265,35.26,16.12,698,266,35.22,16.01
29-10-2021_1100_639_196,1,59,38,55,37,4.262469288195273,12.850020160717136,639.0,196.0,698,234,36.43,16.13,694,233,36.46,15.99
30-10-2021_0300_639_196,1,68,40,70,44,4.432389869969253,17.50006472356675,639.0,196.0,707,236,36.36,16.43,709,240,36.2,16.49
09-11-2021_0200_426_0,1,18,184,18,181,3.1317986816764147,13.22995020974509,426.0,0.0,444,184,38.32,7.24,444,181,38.44,7.24
28-02-2023_0900_213_0,1,157,161,156,162,1.283914120940189,5.283906177979364,213.0,0.0,370,161,39.27,4.52,369,162,39.23,4.49
01-03-2023_0100_426_0,1,46,189,46,187,1.734240611507129,8.775417352549304,426.0,0.0,472,189,38.12,8.24,472,187,38.2,8.24
01-03-2023_1700_426_0,1,111,147,115,143,5.230380618943721,22.267902366771846,426.0,0.0,537,147,39.81,10.58,541,143,39.97,10.73
02-03-2023_0900_426_0,1,128,127,129,125,2.6755820836847097,9.868878797672261,426.0,0.0,554,127,40.64,11.23,555,125,40.72,11.27
05-09-2023_1700_639_196,1,131,56,129,58,3.027362718253547,11.170120578743518,639.0,196.0,770,252,35.79,18.57,768,254,35.71,18.49
06-09-2023_0900_639_196,1,129,88,126,85,3.976105272194839,14.631836956937848,639.0,196.0,768,284,34.59,18.35,765,281,34.7,18.26
07-09-2023_0100_639_196,1,117,99,113,98,4.246557338893538,12.769112936276073,639.0,196.0,756,295,34.18,17.89,752,294,34.21,17.76
08-09-2023_0700_639_196,1,126,92,119,91,6.776730508854382,21.93296219661537,639.0,196.0,765,288,34.44,18.23,758,287,34.48,17.99
08-09-2023_2300_639_196,1,112,117,108,119,4.209988107687064,15.63251542909441,639.0,196.0,751,313,33.52,17.65,747,315,33.45,17.5
09-09-2023_1500_639_196,1,153,134,154,133,1.7906196642347005,5.399819029393435,639.0,196.0,792,330,32.94,18.96,793,329,32.97,19.0
12-10-2010_2300_213_0,1,69,170,66,171,3.7130085786254914,9.988185658146579,213.0,0.0,282,170,38.95,1.35,279,171,38.92,1.24
13-10-2010_0300_213_0,1,78,187,74,183,5.681107076503283,22.970913863323474,213.0,0.0,291,187,38.27,1.76,287,183,38.43,1.6
06-11-2011_0300_213_0,1,162,114,164,114,2.271298622009048,6.292533638173622,213.0,0.0,375,114,41.21,4.54,377,114,41.21,4.62
06-11-2011_1900_213_0,1,139,154,136,154,2.5834050466647316,9.430172085664267,213.0,0.0,352,154,39.56,3.84,349,154,39.56,3.73
07-11-2011_1100_213_0,1,191,135,188,136,3.2525716680579992,10.209836962299104,213.0,0.0,404,135,40.32,5.69,401,136,40.28,5.58
08-11-2011_0300_213_0,1,190,114,187,115,2.9741262750732353,10.251169098037158,213.0,0.0,403,114,41.2,5.6,400,115,41.15,5.49
14-04-2012_0800_639_0,1,22,130,23,133,3.0721500280057414,13.96992398240999,639.0,0.0,661,130,40.55,15.19,662,133,40.42,15.22
19-11-2013_0400_213_0,1,159,132,159,132,0.38492084049521735,0.0,213.0,0.0,372,132,40.45,4.5,372,132,40.45,4.5
19-11-2013_2000_426_0,1,112,137,109,137,2.5252582196179847,9.364179815233875,426.0,0.0,538,137,40.22,10.63,535,137,40.22,10.52
07-11-2014_1100_426_196,1,176,43,176,42,0.8420604990934153,4.222658931011564,426.0,196.0,602,239,36.2,12.77,602,238,36.24,12.77
07-11-2014_1800_639_196,1,12,37,11,37,0.9984508979318962,3.1191490331599407,639.0,196.0,651,233,36.44,14.49,650,233,36.44,14.45
08-11-2014_1000_639_196,1,53,37,50,38,3.247545411079745,10.66551374219796,639.0,196.0,692,233,36.46,15.92,689,234,36.42,15.81
01-12-2014_0500_213_0,1,144,153,141,149,4.62156181706352,21.206873327895266,213.0,0.0,357,153,39.6,4.02,354,149,39.76,3.89
01-12-2014_2200_213_0,1,203,167,206,166,3.557637940785277,10.176402297962877,213.0,0.0,416,167,39.01,6.21,419,166,39.05,6.31
03-12-2014_0200_426_0,1,135,123,135,123,0.3570712310299339,0.0,426.0,0.0,561,123,40.8,11.49,561,123,40.8,11.49
01-10-2015_1600_426_0,1,78,156,68,155,9.792766064875686,31.50758649808168,426.0,0.0,504,156,39.44,9.38,494,155,39.48,9.01
29-02-2016_1200_426_0,1,63,97,61,96,2.5891086730893957,7.918821608676149,426.0,0.0,489,97,41.9,8.81,487,96,41.94,8.73
01-03-2016_0400_426_0,1,145,124,139,122,6.703775555299616,20.644371820628894,426.0,0.0,571,124,40.76,11.86,565,122,40.85,11.64
28-10-2016_1900_639_196,1,72,55,74,57,2.4835855469047154,9.968146986522457,639.0,196.0,711,251,35.79,16.52,713,253,35.72,16.58
29-10-2016_1100_639_196,1,60,63,60,63,0.5927219482413675,0.0,639.0,196.0,699,259,35.48,16.07,699,259,35.48,16.07
30-10-2016_0300_639_196,1,85,59,83,58,2.5176016023000276,7.175154305107769,639.0,196.0,724,255,35.65,16.95,722,254,35.68,16.89
30-10-2016_2100_639_196,1,164,48,161,51,4.491736864831452,17.01411276156721,639.0,196.0,803,244,36.11,19.77,800,247,36.0,19.65
17-11-2017_0800_639_0,1,110,173,106,172,4.199589981619647,12.89266414022893,639.0,0.0,749,173,38.84,18.23,745,172,38.88,18.09
18-11-2017_0000_639_0,1,115,163,116,164,1.3733726759473508,5.161505632382338,639.0,0.0,754,163,39.25,18.47,755,164,39.21,18.51
16-11-2017_2000_639_196,1,124,7,121,5,3.5798784156915677,12.041375129268062,639.0,196.0,763,203,37.67,18.58,760,201,37.74,18.48
11-11-2019_0500_213_0,1,199,154,201,156,3.368534579639755,11.26308782485698,213.0,0.0,412,154,39.54,6.03,414,156,39.45,6.11
17-09-2020_0400_639_0,1,107,220,106,217,3.376027100550023,12.959080545613302,639.0,0.0,746,220,36.99,17.88,745,217,37.11,17.86
17-09-2020_2000_639_0,1,163,206,161,205,2.504208854538786,7.167160691882939,639.0,0.0,802,206,37.58,19.97,800,205,37.62,19.9
18-09-2020_1200_639_0,1,187,192,184,191,2.829566665213824,9.905293215294645,639.0,0.0,826,192,38.15,20.94,823,191,38.19,20.83
16-09-2020_0600_639_196,1,93,91,87,89,6.112075670741481,19.724883366930353,639.0,196.0,732,287,34.46,17.1,726,285,34.53,16.9
16-09-2020_2200_639_196,1,92,29,95,31,3.2091544020614324,12.01552712440813,639.0,196.0,731,225,36.79,17.32,734,227,36.72,17.42
17-09-2020_1400_639_196,1,138,12,135,12,2.7960536288831954,9.535517845355523,639.0,196.0,777,208,37.48,19.05,774,208,37.48,18.94
13-12-2020_1800_852_196,1,25,50,21,49,4.510409153734121,12.84821097219807,852.0,196.0,877,246,36.1,22.4,873,245,36.14,22.27
14-12-2020_1000_852_196,1,122,52,122,53,0.9879740250054762,4.335330579890246,852.0,196.0,974,248,36.14,25.92,974,249,36.1,25.91
15-12-2020_0100_1065_196,1,44,114,42,116,2.46373925972699,12.337905095915424,1065.0,196.0,1109,310,34.0,30.3,1107,312,33.92,30.21
15-12-2020_1700_1065_196,1,137,106,131,104,6.5046662767379555,20.408142344742622,1065.0,196.0,1202,302,34.45,33.97,1196,300,34.52,33.76
25-12-2020_2000_426_0,1,74,67,74,63,3.6131678142413506,19.740830220588247,426.0,0.0,500,67,43.21,9.21,500,63,43.38,9.21
26-12-2020_1200_426_0,1,136,142,137,141,1.210651008205992,5.617291393624511,426.0,0.0,562,142,40.02,11.5,563,141,40.06,11.54
28-10-2021_2000_639_196,1,60,63,58,64,2.0387366402118148,7.836000078444194,639.0,196.0,699,259,35.48,16.07,697,260,35.44,16.0
29-10-2021_1200_639_196,1,58,35,55,37,3.783225888145758,13.275659666381259,639.0,196.0,697,231,36.54,16.1,694,233,36.46,15.99
30-10-2021_0400_639_196,1,72,53,71,50,3.604345924425395,12.719927254187406,639.0,196.0,711,249,35.86,16.52,710,246,35.98,16.5
09-11-2021_0300_426_0,1,18,185,18,181,3.7621503083895163,17.632591866915824,426.0,0.0,444,185,38.29,7.24,444,181,38.44,7.24
28-02-2023_1000_213_0,1,162,162,163,162,1.1015825245479525,3.1333219075576935,213.0,0.0,375,162,39.22,4.71,376,162,39.22,4.74
01-03-2023_0200_426_0,1,54,189,53,187,2.479135456515061,9.353133878660152,426.0,0.0,480,189,38.12,8.53,479,187,38.2,8.49
01-03-2023_1800_426_0,1,110,142,115,143,4.921933576145656,16.1763561973038,426.0,0.0,536,142,40.01,10.55,541,143,39.97,10.73
02-03-2023_1000_426_0,1,129,127,129,125,2.1962271512581637,9.27400714554941,426.0,0.0,555,127,40.64,11.26,555,125,40.72,11.27
05-09-2023_1800_639_196,1,132,57,129,58,3.124944287770672,10.862867934881233,639.0,196.0,771,253,35.75,18.6,768,254,35.71,18.49
06-09-2023_1000_639_196,1,121,81,117,78,5.207216684595439,16.612535725387787,639.0,196.0,760,277,34.85,18.1,756,274,34.95,17.98
07-09-2023_0200_639_196,1,113,105,114,105,1.037126543829892,3.140699341332178,639.0,196.0,752,301,33.96,17.73,753,301,33.96,17.76
08-09-2023_0800_639_196,1,127,97,127,98,0.9418585076026075,4.094574837451645,639.0,196.0,766,293,34.26,18.24,766,294,34.22,18.24
09-09-2023_0000_639_196,1,114,117,115,119,2.0895912019624214,8.329858531162525,639.0,196.0,753,313,33.52,17.71,754,315,33.45,17.74
09-09-2023_1600_639_196,1,157,140,155,140,1.763379327048113,6.305321304850471,639.0,196.0,796,336,32.72,19.07,794,336,32.72,19.0
13-10-2010_0000_213_0,1,68,172,67,174,2.834281434084631,9.129073464315658,213.0,0.0,281,172,38.87,1.32,280,174,38.79,1.29
13-10-2010_0400_213_0,1,85,187,79,185,6.682342694403212,21.81343801278322,213.0,0.0,298,187,38.26,2.01,292,185,38.35,1.79
06-11-2011_0400_213_0,1,159,115,161,115,1.9078373363786567,6.293838965978258,213.0,0.0,372,115,41.17,4.44,374,115,41.17,4.51
06-11-2011_2000_213_0,1,143,156,139,156,3.7131755200076477,12.56655678222018,213.0,0.0,356,156,39.48,3.99,352,156,39.48,3.85
07-11-2011_1200_213_0,1,188,133,189,133,0.676238700356715,3.13404917843227,213.0,0.0,401,133,40.4,5.57,402,133,40.4,5.61
08-11-2011_0400_213_0,1,190,112,191,115,3.116834037235741,14.64259164332456,213.0,0.0,403,112,41.28,5.59,404,115,41.15,5.64
14-04-2012_0900_639_0,1,32,131,32,131,0.4426225663592125,0.0,639.0,0.0,671,131,40.51,15.56,671,131,40.51,15.56
19-11-2013_0500_213_0,1,166,136,161,135,5.190842579871074,16.69818204352996,213.0,0.0,379,136,40.29,4.77,374,135,40.33,4.58
19-11-2013_2100_426_0,1,120,130,122,131,1.9761472995564247,7.681140557253873,426.0,0.0,546,130,40.51,10.93,548,131,40.47,11.0
07-11-2014_1200_426_196,1,186,43,183,44,3.4799928254809607,10.430533640744653,426.0,196.0,612,239,36.2,13.12,609,240,36.16,13.01
07-11-2014_1900_639_196,1,20,32,16,35,4.682692890038855,18.531972352063526,639.0,196.0,659,228,36.64,14.78,655,231,36.52,14.63
08-11-2014_1100_639_196,1,56,40,55,42,1.91177177786856,9.319815817472493,639.0,196.0,695,236,36.35,16.01,694,238,36.27,15.97
01-12-2014_0600_213_0,1,145,150,144,149,1.7915196043778705,5.751055573934257,213.0,0.0,358,150,39.72,4.04,357,149,39.76,4.0
01-12-2014_2300_213_0,1,211,162,211,166,3.7081975173169406,17.931200383775394,213.0,0.0,424,162,39.21,6.48,424,166,39.05,6.49
03-12-2014_0300_426_0,1,137,118,137,120,1.717497766177538,9.33822708841292,426.0,0.0,563,118,41.01,11.57,563,120,40.93,11.57
01-10-2015_1700_426_0,1,80,155,74,153,6.626656536085453,20.786602085923906,426.0,0.0,506,155,39.48,9.45,500,153,39.56,9.23
29-02-2016_1300_426_0,1,63,99,65,97,2.24383860537513,11.34604034535029,426.0,0.0,489,99,41.81,8.81,491,97,41.9,8.88
01-03-2016_0500_426_0,1,144,125,144,124,0.679061338997354,4.645147352750701,426.0,0.0,570,125,40.72,11.82,570,124,40.76,11.82
28-10-2016_2000_639_196,1,71,61,72,59,2.241549871802686,9.230942761700739,639.0,196.0,710,257,35.56,16.46,711,255,35.64,16.5
29-10-2016_1200_639_196,1,63,62,61,63,2.210872594647245,7.845914474266932,639.0,196.0,702,258,35.52,16.18,700,259,35.48,16.1
30-10-2016_0400_639_196,1,88,59,86,58,2.0934861605033017,7.171946320163292,639.0,196.0,727,255,35.65,17.06,725,254,35.68,16.99
30-10-2016_2200_639_196,1,167,49,167,50,0.7347448242831929,4.253318246005596,639.0,196.0,806,245,36.08,19.88,806,246,36.04,19.87
17-11-2017_0900_639_0,1,111,173,107,171,4.316837631604228,14.545182988801098,639.0,0.0,750,173,38.85,18.27,746,171,38.92,18.13
18-11-2017_0100_639_0,1,122,167,118,164,4.405812281959255,17.249727148537016,639.0,0.0,761,167,39.1,18.71,757,164,39.21,18.58
16-11-2017_2100_639_196,1,120,1,120,0,1.1829947619527719,4.404387028637194,639.0,196.0,759,197,37.9,18.46,759,196,37.94,18.47
11-11-2019_0600_213_0,1,197,159,200,157,3.945486047351751,12.652509517803532,213.0,0.0,410,159,39.33,5.97,413,157,39.41,6.07
17-09-2020_0500_639_0,1,113,220,108,216,6.437028598611351,21.921142172789818,639.0,0.0,752,220,37.0,18.09,747,216,37.15,17.93
17-09-2020_2100_639_0,1,167,204,163,203,3.7696345102973585,12.852050593858602,639.0,0.0,806,204,37.66,20.12,802,203,37.7,19.99
18-09-2020_1300_639_0,1,187,193,186,193,1.4889842612318387,3.2155490042778627,639.0,0.0,826,193,38.11,20.93,825,193,38.11,20.89
16-09-2020_0700_639_196,1,91,85,88,86,2.751214954944164,10.651685322185585,639.0,196.0,730,281,34.68,17.06,727,282,34.64,16.95
16-09-2020_2300_639_196,1,98,30,96,30,1.9873396991356682,6.3053434531281285,639.0,196.0,737,226,36.76,17.53,735,226,36.75,17.46
17-09-2020_1500_639_196,1,143,15,140,12,4.3085588273609865,15.057676400650637,639.0,196.0,782,211,37.37,19.21,779,208,37.48,19.12
13-12-2020_1900_852_196,1,35,48,31,50,4.781220458241014,16.851669740540903,852.0,196.0,887,244,36.19,22.78,883,246,36.11,22.62
14-12-2020_1100_852_196,1,131,52,128,56,5.1942586514866,21.989405115480213,852.0,196.0,983,248,36.15,26.25,980,252,35.99,26.1
15-12-2020_0200_1065_196,1,52,115,49,116,2.9527258572596407,12.287131830932644,1065.0,196.0,1117,311,33.97,30.59,1114,312,33.93,30.47
15-12-2020_1800_1065_196,1,134,102,131,102,3.0396200088771574,10.818515512878276,1065.0,196.0,1199,298,34.6,33.9,1196,298,34.59,33.78
25-12-2020_2100_426_0,1,75,67,74,67,1.0966323858154774,3.1384473677104956,426.0,0.0,501,67,43.21,9.25,500,67,43.21,9.21
26-12-2020_1800_426_0,1,168,152,169,151,1.4264470368346767,5.632493749962028,426.0,0.0,594,152,39.61,12.65,595,151,39.66,12.69
28-10-2021_2100_639_196,1,57,62,58,64,2.3306809199937,8.646482230793612,639.0,196.0,696,258,35.52,15.97,697,260,35.44,16.0
29-10-2021_1300_639_196,1,59,37,55,37,3.9525004709873786,12.536309817263094,639.0,196.0,698,233,36.47,16.13,694,233,36.46,15.99
30-10-2021_0500_639_196,1,76,48,78,50,3.2874924011746094,9.991390241664229,639.0,196.0,715,244,36.06,16.68,717,246,35.98,16.74
09-11-2021_0400_426_0,1,18,184,18,181,2.686057934511715,13.22995020974509,426.0,0.0,444,184,38.32,7.24,444,181,38.44,7.24
28-02-2023_1100_213_0,1,164,163,163,162,1.0512622983828082,5.666247065382453,213.0,0.0,377,163,39.18,4.78,376,162,39.22,4.74
01-03-2023_0300_426_0,1,75,185,67,187,7.762280688117379,26.334886321280734,426.0,0.0,501,185,38.28,9.27,493,187,38.2,8.99
01-03-2023_1900_426_0,1,116,138,115,137,1.403184798592328,5.496105509602986,426.0,0.0,542,138,40.18,10.77,541,137,40.22,10.74
02-03-2023_1100_426_0,1,123,123,122,119,3.973253108728348,18.819458822691978,426.0,0.0,549,123,40.8,11.05,548,119,40.97,11.01
05-09-2023_1900_639_196,1,125,65,123,65,1.826995649991998,6.312035176182162,639.0,196.0,764,261,35.44,18.32,762,261,35.44,18.25
06-09-2023_1100_639_196,1,110,79,110,78,0.9355121520991172,4.14403334114755,639.0,196.0,749,275,34.91,17.73,749,274,34.95,17.74
07-09-2023_0300_639_196,1,125,101,120,98,5.775466440612747,18.77778325329541,639.0,196.0,764,297,34.11,18.15,759,294,34.22,18.0
08-09-2023_0900_639_196,1,120,102,120,98,3.5347865086510946,16.342231442153338,639.0,196.0,759,298,34.07,17.98,759,294,34.22,18.0
09-09-2023_0100_639_196,1,120,127,116,126,3.7777412771847496,12.745706605426028,639.0,196.0,759,323,33.17,17.88,755,322,33.2,17.75
09-09-2023_1700_639_196,1,164,142,162,140,2.7077793095176435,9.517157749667017,639.0,196.0,803,338,32.66,19.3,801,336,32.73,19.24
13-10-2010_0100_213_0,1,74,182,68,177,7.852465010158511,30.9963681581225,213.0,0.0,287,182,38.47,1.59,281,177,38.67,1.35
13-10-2010_0500_213_0,1,88,191,83,188,6.191492850679688,21.706456544727114,213.0,0.0,301,191,38.1,2.14,296,188,38.23,1.95
06-11-2011_0500_213_0,1,157,117,159,117,1.7582473576113105,6.293962209424987,213.0,0.0,370,117,41.08,4.37,372,117,41.08,4.44
06-11-2011_2100_213_0,1,146,154,144,156,2.7869926860019363,10.58103649313446,213.0,0.0,359,154,39.56,4.1,357,156,39.48,4.03
07-11-2011_1300_213_0,1,186,128,189,130,3.4130719857551504,13.612861614283943,213.0,0.0,399,128,40.61,5.49,402,130,40.53,5.6
08-11-2011_0500_213_0,1,194,113,194,114,0.7492188024586116,4.701251227212239,213.0,0.0,407,113,41.24,5.74,407,114,41.19,5.75
14-04-2012_1000_639_0,1,40,128,41,129,1.5192746063513625,5.348922429257729,639.0,0.0,679,128,40.64,15.87,680,129,40.6,15.9
19-11-2013_0600_213_0,1,167,140,164,139,3.432373757941931,10.779940260399929,213.0,0.0,380,140,40.12,4.82,377,139,40.16,4.71
19-11-2013_2200_426_0,1,136,122,134,123,2.855925316266837,7.914054552379639,426.0,0.0,562,122,40.85,11.53,560,123,40.8,11.45
07-11-2014_1300_426_196,1,197,47,190,44,7.510755253903427,24.558522661329196,426.0,196.0,623,243,36.06,13.49,616,240,36.17,13.25
07-11-2014_2000_639_196,1,22,30,20,33,3.815590154555517,14.673047273613536,639.0,196.0,661,226,36.72,14.86,659,229,36.6,14.78
30-11-2014_1000_213_0,1,73,182,69,176,7.0501370040104225,30.971186354568665,213.0,0.0,286,182,38.47,1.55,282,176,38.71,1.38
01-12-2014_0700_213_0,1,148,149,147,148,1.6741983949067591,5.749396702068602,213.0,0.0,361,149,39.76,4.15,360,148,39.8,4.11
02-12-2014_1200_426_0,1,81,153,75,152,5.923051415659304,19.24840753151156,426.0,0.0,507,153,39.56,9.49,501,152,39.6,9.27
03-12-2014_0400_426_0,1,138,120,138,118,1.5569499175503194,9.338447118551377,426.0,0.0,564,120,40.93,11.61,564,118,41.01,11.61
01-10-2015_1800_426_0,1,78,153,80,151,3.121573170405151,10.981999794780176,426.0,0.0,504,153,39.56,9.38,506,151,39.64,9.45
29-02-2016_1400_426_0,1,71,102,70,99,3.057252552066716,14.61784708521209,426.0,0.0,497,102,41.69,9.11,496,99,41.81,9.07
01-03-2016_0600_426_0,1,150,126,149,126,1.0814808909509506,3.1283967108388717,426.0,0.0,576,126,40.68,12.04,575,126,40.68,12.01
28-10-2016_2100_639_196,1,70,63,71,61,2.556472024780253,9.216229294183407,639.0,196.0,709,259,35.49,16.42,710,257,35.56,16.46
29-10-2016_1300_639_196,1,65,62,61,64,4.1427811993509325,15.693952232703793,639.0,196.0,704,258,35.52,16.25,700,260,35.45,16.1
30-10-2016_0500_639_196,1,86,58,89,58,2.8805303796947697,9.422964893689032,639.0,196.0,725,254,35.68,16.99,728,254,35.69,17.09
30-10-2016_2300_639_196,1,170,49,174,49,4.063969137990969,12.751057913895172,639.0,196.0,809,245,36.08,19.98,813,245,36.08,20.12
17-11-2017_1000_639_0,1,111,170,108,170,2.873179211737759,9.527357969467175,639.0,0.0,750,170,38.97,18.29,747,170,38.96,18.18
18-11-2017_0200_639_0,1,118,164,120,164,2.2459083026540276,6.366155386946557,639.0,0.0,757,164,39.21,18.58,759,164,39.22,18.65
10-11-2019_1500_213_0,1,210,133,212,139,6.371423011089422,28.58259411660876,213.0,0.0,423,133,40.39,6.39,425,139,40.15,6.47
11-11-2019_0700_213_0,1,198,161,198,160,0.9278473725017733,4.498595489134365,213.0,0.0,411,161,39.25,6.01,411,160,39.29,6.01
17-09-2020_0600_639_0,1,114,218,110,215,5.147406352999117,16.94822108755395,639.0,0.0,753,218,37.07,18.14,749,215,37.19,18.01
17-09-2020_2200_639_0,1,171,204,165,202,6.180178112974599,19.802316282117456,639.0,0.0,810,204,37.66,20.27,804,202,37.74,20.07
18-09-2020_1400_639_0,1,191,191,188,194,4.519597969463213,17.787420579709302,639.0,0.0,830,191,38.2,21.09,827,194,38.07,20.96
16-09-2020_0800_639_196,1,91,80,89,82,2.237509870905425,10.884780569944887,639.0,196.0,730,276,34.87,17.08,728,278,34.79,17.0
17-09-2020_0000_639_196,1,98,26,98,28,1.6997004533570281,8.60549440446393,639.0,196.0,737,222,36.91,17.55,737,224,36.83,17.54
17-09-2020_1600_639_196,1,148,11,144,12,4.23189465534646,14.059494430827236,639.0,196.0,787,207,37.53,19.42,783,208,37.49,19.27
13-12-2020_2000_852_196,1,44,51,44,51,0.5454240048692162,0.0,852.0,196.0,896,247,36.08,23.08,896,247,36.08,23.08
14-12-2020_1200_852_196,1,135,57,133,59,2.905559411021497,12.123045367617935,852.0,196.0,987,253,35.96,26.35,985,255,35.88,26.26
15-12-2020_0300_1065_196,1,59,114,56,117,3.7749387904786063,18.634485284242594,1065.0,196.0,1124,310,34.02,30.87,1121,313,33.9,30.72
16-12-2020_0100_1065_196,1,150,104,149,101,2.8484639970598793,12.349612006960145,1065.0,196.0,1215,300,34.55,34.51,1214,297,34.66,34.51
25-12-2020_2200_426_0,1,71,68,74,72,5.405371612409563,21.82117240070422,426.0,0.0,497,68,43.16,9.1,500,72,42.99,9.22
26-12-2020_1900_426_0,1,164,154,172,153,7.615670272433962,25.622083597905828,426.0,0.0,590,154,39.53,12.5,598,153,39.58,12.8
28-10-2021_2200_639_196,1,72,57,72,57,0.3130479614755066,0.0,639.0,196.0,711,253,35.71,16.51,711,253,35.71,16.51
29-10-2021_1400_639_196,1,58,38,55,37,3.02898198213394,9.945524702501993,639.0,196.0,697,234,36.43,16.09,694,233,36.46,15.99
30-10-2021_0600_639_196,1,82,58,79,57,3.5956421859704157,9.902305968354268,639.0,196.0,721,254,35.68,16.85,718,253,35.72,16.75
09-11-2021_0500_426_0,1,19,184,18,181,3.490224296832734,13.69423052325761,426.0,0.0,445,184,38.32,7.28,444,181,38.44,7.24
28-02-2023_1200_213_0,1,167,171,163,169,4.499332400110697,15.895555794443327,213.0,0.0,380,171,38.86,4.91,376,169,38.94,4.76
01-03-2023_0400_426_0,1,70,181,67,180,3.4428263569569366,10.350978308454811,426.0,0.0,496,181,38.44,9.09,493,180,38.48,8.99
01-03-2023_2000_426_0,1,115,136,115,137,1.4302326013980504,4.590297830059956,426.0,0.0,541,136,40.26,10.74,541,137,40.22,10.74
02-03-2023_1200_426_0,1,119,113,121,113,1.9125767518114318,6.256143077686654,426.0,0.0,545,113,41.22,10.91,547,113,41.22,10.98
05-09-2023_2000_639_196,1,128,72,124,71,4.669422994445248,12.791950937603929,639.0,196.0,767,268,35.18,18.39,763,267,35.22,18.25
06-09-2023_1200_639_196,1,114,76,117,78,3.9404727461919142,11.817163591723917,639.0,196.0,753,272,35.03,17.88,756,274,34.95,17.98
07-09-2023_0400_639_196,1,129,102,121,105,8.812707120351215,29.25181953704406,639.0,196.0,768,298,34.08,18.29,760,301,33.96,18.0
08-09-2023_1000_639_196,1,127,98,127,98,0.44963026698865893,0.0,639.0,196.0,766,294,34.22,18.24,766,294,34.22,18.24
09-09-2023_0200_639_196,1,122,128,123,126,2.437386295422507,8.943117918872757,639.0,196.0,761,324,33.13,17.94,762,322,33.2,17.98
09-09-2023_1800_639_196,1,164,139,162,140,2.0564667519768696,7.891971952541678,639.0,196.0,803,335,32.76,19.31,801,336,32.73,19.24
13-10-2010_0200_213_0,1,71,184,71,180,4.081851957123367,17.793222580167093,213.0,0.0,284,184,38.39,1.49,284,180,38.55,1.47
